fix_duration,fix_x,fix_y,img,subject
183.33333333333334,393.4065934065934,313.67781155015194,U0426_1RMH.jpg,aid
175.0,706.5934065934066,340.12158054711244,U0426_1RMH.jpg,aid
100.0,195.6043956043956,327.35562310030394,U0426_1RMH.jpg,aid
320.8333333333333,712.0879120879121,311.85410334346506,U0426_1RMH.jpg,aid
379.1666666666667,362.6373626373626,262.61398176291794,U0426_1RMH.jpg,ban
587.5,670.3296703296703,291.79331306990883,U0426_1RMH.jpg,ban
254.16666666666666,415.3846153846154,297.2644376899696,U0426_1RMH.jpg,can
475.0,712.0879120879121,298.1762917933131,U0426_1RMH.jpg,can
229.16666666666666,393.4065934065934,297.2644376899696,U0426_1RMH.jpg,ccv
162.5,626.3736263736264,313.67781155015194,U0426_1RMH.jpg,ccv
312.5,696.7032967032967,337.3860182370821,U0426_1RMH.jpg,ccv
258.3333333333333,404.3956043956044,284.4984802431611,U0426_1RMH.jpg,gmo
154.16666666666666,663.7362637362638,308.2066869300912,U0426_1RMH.jpg,gmo
262.5,696.7032967032967,311.85410334346506,U0426_1RMH.jpg,gmo
245.83333333333334,364.83516483516485,284.4984802431611,U0426_1RMH.jpg,ick
408.3333333333333,705.4945054945055,308.2066869300912,U0426_1RMH.jpg,ick
333.3333333333333,393.4065934065934,297.2644376899696,U0426_1RMH.jpg,isc
745.8333333333334,712.0879120879121,306.3829787234042,U0426_1RMH.jpg,isc
220.83333333333334,400.0,313.67781155015194,U0426_1RMH.jpg,ixd
700.0,709.8901098901099,304.55927051671733,U0426_1RMH.jpg,ixd
216.66666666666666,417.58241758241763,293.6170212765957,U0426_1RMH.jpg,kn
125.0,157.14285714285717,272.644376899696,U0426_1RMH.jpg,kn
475.0,742.8571428571429,268.9969604863222,U0426_1RMH.jpg,kn
270.8333333333333,415.3846153846154,324.62006079027356,U0426_1RMH.jpg,lmd
100.0,145.05494505494505,320.97264437689967,U0426_1RMH.jpg,lmd
241.66666666666666,734.065934065934,304.55927051671733,U0426_1RMH.jpg,lmd
333.3333333333333,692.3076923076924,297.2644376899696,U0426_1RMH.jpg,lmd
37.5,441.7582417582418,286.322188449848,U0426_1RMH.jpg,seb
116.66666666666667,283.5164835164835,324.62006079027356,U0426_1RMH.jpg,seb
437.5,736.2637362637362,300.9118541033435,U0426_1RMH.jpg,seb
270.8333333333333,384.61538461538464,269.90881458966567,U0426_1RMH.jpg,smd
116.66666666666667,668.1318681318681,268.0851063829787,U0426_1RMH.jpg,smd
204.16666666666666,703.2967032967033,280.8510638297872,U0426_1RMH.jpg,smd
262.5,404.3956043956044,266.2613981762918,U0426_1RMH.jpg,twl
537.5,718.6813186813187,299.08814589665656,U0426_1RMH.jpg,twl
329.1666666666667,421.978021978022,280.8510638297872,U0426_1RMH.jpg,wef
670.8333333333334,738.4615384615385,271.73252279635255,U0426_1RMH.jpg,wef
195.83333333333334,410.9890109890109,308.2066869300912,U0121_1RTE.jpg,aid
204.16666666666666,698.9010989010989,271.73252279635255,U0121_1RTE.jpg,aid
79.16666666666667,760.4395604395604,217.0212765957447,U0121_1RTE.jpg,aid
266.6666666666667,395.6043956043956,308.2066869300912,U0121_1RTE.jpg,ban
345.8333333333333,731.8681318681319,218.8449848024316,U0121_1RTE.jpg,ban
241.66666666666666,389.010989010989,310.0303951367781,U0121_1RTE.jpg,can
416.6666666666667,743.9560439560439,234.34650455927053,U0121_1RTE.jpg,can
300.0,386.8131868131868,331.9148936170213,U0121_1RTE.jpg,ccv
104.16666666666667,646.1538461538462,297.2644376899696,U0121_1RTE.jpg,ccv
395.8333333333333,720.8791208791209,264.43768996960483,U0121_1RTE.jpg,ccv
229.16666666666666,395.6043956043956,293.6170212765957,U0121_1RTE.jpg,gmo
808.3333333333334,753.8461538461538,237.08206686930092,U0121_1RTE.jpg,gmo
191.66666666666666,384.61538461538464,293.6170212765957,U0121_1RTE.jpg,ick
258.3333333333333,743.9560439560439,222.49240121580547,U0121_1RTE.jpg,ick
262.5,408.79120879120876,315.50151975683895,U0121_1RTE.jpg,isc
158.33333333333334,731.8681318681319,307.2948328267477,U0121_1RTE.jpg,isc
175.0,737.3626373626373,270.8206686930091,U0121_1RTE.jpg,isc
241.66666666666666,421.978021978022,331.9148936170213,U0121_1RTE.jpg,ixd
258.3333333333333,758.2417582417581,231.61094224924014,U0121_1RTE.jpg,ixd
87.5,762.6373626373627,207.90273556231003,U0121_1RTE.jpg,ixd
216.66666666666666,432.96703296703294,297.2644376899696,U0121_1RTE.jpg,kn
141.66666666666666,778.021978021978,222.49240121580547,U0121_1RTE.jpg,kn
133.33333333333334,791.2087912087912,191.48936170212767,U0121_1RTE.jpg,kn
437.5,413.18681318681325,286.322188449848,U0121_1RTE.jpg,lmd
283.3333333333333,741.7582417582418,199.69604863221883,U0121_1RTE.jpg,lmd
233.33333333333334,386.8131868131868,289.9696048632219,U0121_1RTE.jpg,seb
116.66666666666667,729.6703296703297,282.67477203647417,U0121_1RTE.jpg,seb
120.83333333333333,769.2307692307693,224.31610942249242,U0121_1RTE.jpg,seb
250.0,397.80219780219784,293.6170212765957,U0121_1RTE.jpg,smd
416.6666666666667,740.6593406593407,211.5501519756839,U0121_1RTE.jpg,smd
154.16666666666666,391.2087912087912,302.7355623100304,U0121_1RTE.jpg,twl
108.33333333333333,683.5164835164835,209.72644376899697,U0121_1RTE.jpg,twl
254.16666666666666,410.9890109890109,266.2613981762918,U0121_1RTE.jpg,wef
437.5,762.6373626373627,193.31306990881458,U0121_1RTE.jpg,wef
58.333333333333336,404.3956043956044,308.2066869300912,U0122_1RTE.jpg,aid
100.0,345.05494505494505,401.2158054711246,U0122_1RTE.jpg,aid
91.66666666666667,286.8131868131868,178.72340425531914,U0122_1RTE.jpg,aid
416.6666666666667,772.5274725274726,140.4255319148936,U0122_1RTE.jpg,aid
262.5,395.6043956043956,299.08814589665656,U0122_1RTE.jpg,ban
141.66666666666666,714.2857142857143,204.25531914893617,U0122_1RTE.jpg,ban
87.5,558.2417582417582,182.370820668693,U0122_1RTE.jpg,ban
150.0,795.6043956043957,151.3677811550152,U0122_1RTE.jpg,ban
220.83333333333334,397.80219780219784,299.08814589665656,U0122_1RTE.jpg,can
150.0,175.82417582417582,134.95440729483283,U0122_1RTE.jpg,can
91.66666666666667,306.5934065934066,96.65653495440729,U0122_1RTE.jpg,can
95.83333333333333,635.1648351648352,136.77811550151975,U0122_1RTE.jpg,can
158.33333333333334,761.5384615384615,140.4255319148936,U0122_1RTE.jpg,can
704.1666666666666,771.4285714285714,118.54103343465046,U0122_1RTE.jpg,can
225.0,395.6043956043956,320.97264437689967,U0122_1RTE.jpg,ccv
100.0,628.5714285714286,262.61398176291794,U0122_1RTE.jpg,ccv
83.33333333333333,358.24175824175825,122.18844984802432,U0122_1RTE.jpg,ccv
279.1666666666667,760.4395604395604,131.30699088145897,U0122_1RTE.jpg,ccv
237.5,384.61538461538464,299.08814589665656,U0122_1RTE.jpg,gmo
145.83333333333334,219.7802197802198,182.370820668693,U0122_1RTE.jpg,gmo
83.33333333333333,742.8571428571429,136.77811550151975,U0122_1RTE.jpg,gmo
75.0,795.6043956043957,151.3677811550152,U0122_1RTE.jpg,gmo
116.66666666666667,790.1098901098901,146.8085106382979,U0122_1RTE.jpg,gmo
187.5,406.5934065934066,304.55927051671733,U0122_1RTE.jpg,ick
116.66666666666667,219.7802197802198,108.51063829787233,U0122_1RTE.jpg,ick
83.33333333333333,329.67032967032964,102.12765957446808,U0122_1RTE.jpg,ick
329.1666666666667,751.6483516483516,160.48632218844983,U0122_1RTE.jpg,ick
220.83333333333334,435.16483516483515,330.0911854103344,U0122_1RTE.jpg,isc
87.5,290.1098901098901,255.31914893617022,U0122_1RTE.jpg,isc
162.5,351.64835164835165,145.89665653495442,U0122_1RTE.jpg,isc
445.8333333333333,740.6593406593407,198.7841945288754,U0122_1RTE.jpg,isc
225.0,408.79120879120876,293.6170212765957,U0122_1RTE.jpg,ixd
208.33333333333334,76.92307692307693,153.1914893617021,U0122_1RTE.jpg,ixd
166.66666666666666,789.0109890109891,131.30699088145897,U0122_1RTE.jpg,ixd
200.0,378.021978021978,280.8510638297872,U0122_1RTE.jpg,kn
108.33333333333333,756.043956043956,184.19452887537994,U0122_1RTE.jpg,kn
179.16666666666666,795.6043956043957,125.83586626139818,U0122_1RTE.jpg,kn
366.6666666666667,402.19780219780216,333.7386018237082,U0122_1RTE.jpg,lmd
120.83333333333333,35.16483516483517,158.66261398176292,U0122_1RTE.jpg,lmd
412.5,795.6043956043957,175.07598784194528,U0122_1RTE.jpg,lmd
245.83333333333334,393.4065934065934,288.14589665653494,U0122_1RTE.jpg,seb
129.16666666666666,624.1758241758242,167.78115501519756,U0122_1RTE.jpg,seb
179.16666666666666,791.2087912087912,156.83890577507597,U0122_1RTE.jpg,seb
229.16666666666666,384.61538461538464,310.0303951367781,U0122_1RTE.jpg,smd
100.0,371.42857142857144,164.1337386018237,U0122_1RTE.jpg,smd
79.16666666666667,729.6703296703297,151.3677811550152,U0122_1RTE.jpg,smd
62.5,775.8241758241758,129.48328267477203,U0122_1RTE.jpg,smd
95.83333333333333,731.8681318681319,158.66261398176292,U0122_1RTE.jpg,smd
291.6666666666667,400.0,248.0243161094225,U0122_1RTE.jpg,twl
258.3333333333333,314.2857142857143,72.94832826747721,U0122_1RTE.jpg,twl
220.83333333333334,780.2197802197802,184.19452887537994,U0122_1RTE.jpg,twl
